id	TF_family	gen_type
AT4G33940	C3H	TF
AT5G53910	C3H	TF
AT4G00305	C3H	TF
AT3G14970	C3H	TF
AT4G13100	C3H	TF
AT2G42030	C3H	TF
AT4G30370	C3H	TF
AT5G15790	C3H	TF
AT1G18760	C3H	TF
AT2G18670	C3H	TF
AT3G10810	C3H	TF
AT4G00335	C3H	TF
AT1G53010	C3H	TF
AT5G05530	C3H	TF
AT1G74620	C3H	TF
AT5G48655	C3H	TF
AT5G01980	C3H	TF
AT4G12190	C3H	TF
AT5G05910	C3H	TF
AT2G44330	C3H	TF
AT3G55530	C3H	TF
AT5G41430	C3H	TF
AT5G41440	C3H	TF
AT5G41450	C3H	TF
AT2G28920	C3H	TF
AT1G04790	C3H	TF
AT1G57730	C3H	TF
AT2G37150	C3H	TF
AT2G35420	C3H	TF
AT1G69330	C3H	TF
AT1G20823	C3H	TF
AT1G22670	C3H	TF
AT1G45228	C3H	TF
AT1G63840	C3H	TF
AT1G68070	C3H	TF
AT1G73760	C3H	TF
AT1G76410	C3H	TF
AT1G80400	C3H	TF
AT2G15530	C3H	TF
AT2G17450	C3H	TF
AT2G18650	C3H	TF
AT2G19610	C3H	TF
AT2G20030	C3H	TF
AT2G25410	C3H	TF
AT2G31510	C3H	TF
AT2G31760	C3H	TF
AT2G31770	C3H	TF
AT2G34990	C3H	TF
AT2G35000	C3H	TF
AT2G35910	C3H	TF
AT2G39100	C3H	TF
AT2G41980	C3H	TF
AT2G42350	C3H	TF
AT2G42360	C3H	TF
AT2G46495	C3H	TF
AT3G06140	C3H	TF
AT3G07200	C3H	TF
AT3G09770	C3H	TF
AT3G10910	C3H	TF
AT3G16720	C3H	TF
AT4G01245	C3H	TF
AT4G01270	C3H	TF
AT5G06490	C3H	TF
AT5G08730	C3H	TF
AT5G63730	C3H	TF
AT5G63750	C3H	TF
AT5G06490	C3H	TF
AT1G68200	C3H	TF
AT3G55980	C3H	TF
AT2G40140	C3H	TF
AT5G09410	CAMTA	TF
AT5G64220	CAMTA	TF
AT2G22900	CAMTA	TF
AT1G67910	CAMTA	TF
AT4G16150	CAMTA	TF
AT3G16940	CAMTA	TF
AT5G08190	CCAAT-DR1	TF
AT5G23090	CCAAT-DR1	TF
AT5G12840	CCAAT-HAP2	TF
AT3G20910	CCAAT-HAP2	TF
AT1G30500	CCAAT-HAP2	TF
AT2G34720	CCAAT-HAP2	TF
AT3G14020	CCAAT-HAP2	TF
AT1G54160	CCAAT-HAP2	TF
AT1G72830	CCAAT-HAP2	TF
AT1G17590	CCAAT-HAP2	TF
AT5G06510	CCAAT-HAP2	TF
AT3G05690	CCAAT-HAP2	TF
AT2G47810	CCAAT-HAP3	TF
AT1G09030	CCAAT-HAP3	TF
AT2G37060	CCAAT-HAP3	TF
AT3G53340	CCAAT-HAP3	TF
AT2G38880	CCAAT-HAP3	TF
AT5G47640	CCAAT-HAP3	TF
AT4G14540	CCAAT-HAP3	TF
AT2G13570	CCAAT-HAP3	TF
AT5G47670	CCAAT-HAP3	TF
AT1G21970	CCAAT-HAP3	TF
AT5G63470	CCAAT-HAP5	TF
AT3G48590	CCAAT-HAP5	TF
AT1G56170	CCAAT-HAP5	TF
AT1G54830	CCAAT-HAP5	TF
AT1G08970	CCAAT-HAP5	TF
AT5G50480	CCAAT-HAP5	TF
AT5G27910	CCAAT-HAP5	TF
AT5G50490	CCAAT-HAP5	TF
AT5G50470	CCAAT-HAP5	TF
AT5G38140	CCAAT-HAP5	TF
AT3G12480	CCAAT-HAP5	TF
AT5G43250	CCAAT-HAP5	TF
AT1G07980	CCAAT-HAP5	TF
AT4G14770	CPP	TF
AT2G20110	CPP	TF
AT4G29000	CPP	TF
AT3G04850	CPP	TF
AT3G22780	CPP	TF
AT3G16160	CPP	TF
AT3G22760	CPP	TF
AT5G25790	CPP	TF
AT2G36010	E2F-DP	TF
AT5G22220	E2F-DP	TF
AT1G47870	E2F-DP	TF
AT5G14960	E2F-DP	TF
AT3G01330	E2F-DP	TF
AT3G48160	E2F-DP	TF
AT5G02470	E2F-DP	TF
AT5G03410	E2F-DP	TF
AT2G27050	EIL	TF
AT3G20770	EIL	TF
AT1G73730	EIL	TF
AT5G21120	EIL	TF
AT5G10120	EIL	TF
AT5G65100	EIL	TF
AT5G44190	G2-like	TF
AT2G20570	G2-like	TF
AT4G18020	G2-like	TF
AT3G46640	G2-like	TF
AT5G05090	G2-like	TF
AT3G10760	G2-like	TF
AT2G40970	G2-like	TF
AT5G59570	G2-like	TF
AT3G04030	G2-like	TF
AT5G18240	G2-like	TF
AT2G03500	G2-like	TF
AT1G14600	G2-like	TF
AT5G29000	G2-like	TF
AT4G28610	G2-like	TF
AT3G04450	G2-like	TF
AT1G25550	G2-like	TF
AT1G49560	G2-like	TF
AT1G68670	G2-like	TF
AT2G01060	G2-like	TF
AT4G37180	G2-like	TF
AT5G45580	G2-like	TF
AT3G24120	G2-like	TF
AT4G13640	G2-like	TF
AT2G02060	G2-like	TF
AT4G04580	G2-like	TF
AT2G40260	G2-like	TF
AT2G42660	G2-like	TF
AT3G25790	G2-like	TF
AT3G12730	G2-like	TF
AT5G06800	G2-like	TF
AT3G13040	G2-like	TF
AT1G69580	G2-like	TF
AT5G16560	G2-like	TF
AT1G13300	G2-like	TF
AT1G32240	G2-like	TF
AT4G17695	G2-like	TF
AT5G42630	G2-like	TF
AT1G79430	G2-like	TF
AT2G06020	G2-like	TF
AT2G20400	G2-like	TF
AT2G25650	GeBP	TF
AT5G14280	GeBP	TF
AT2G36340	GeBP	TF
AT1G44810	GeBP	TF
AT4G00250	GeBP	TF
AT4G00610	GeBP	TF
AT1G66420	GeBP	TF
AT2G01370	GeBP	TF
AT1G61730	GeBP	TF
AT4G00390	GeBP	TF
AT1G11510	GeBP	TF
AT4G01260	GeBP	TF
AT4G25210	GeBP	TF
AT3G04930	GeBP	TF
AT5G28040	GeBP	TF
AT4G00270	GeBP	TF
AT3G54220	GRAS	TF
AT5G41920	GRAS	TF
AT1G50420	GRAS	TF
AT5G48150	GRAS	TF
AT2G01570	GRAS	TF
AT5G59450	GRAS	TF
AT1G14920	GRAS	TF
AT3G03450	GRAS	TF
AT1G66350	GRAS	TF
AT1G50600	GRAS	TF
AT5G66770	GRAS	TF
AT3G50650	GRAS	TF
AT5G52510	GRAS	TF
AT1G07530	GRAS	TF
AT3G46600	GRAS	TF
AT2G37650	GRAS	TF
AT2G29060	GRAS	TF
AT1G07520	GRAS	TF
AT1G55580	GRAS	TF
AT2G04890	GRAS	TF
AT4G17230	GRAS	TF
AT1G21450	GRAS	TF
AT5G17490	GRAS	TF
AT4G00150	GRAS	TF
AT1G63100	GRAS	TF
AT1G66350	GRAS	TF
AT2G45160	GRAS	TF
AT3G13840	GRAS	TF
AT3G49950	GRAS	TF
AT3G60630	GRAS	TF
AT4G06250	GRAS	TF
AT4G36710	GRAS	TF
AT4G37650	GRAS	TF
AT3G13960	GRF	TF
AT2G06200	GRF	TF
AT5G53660	GRF	TF
AT4G24150	GRF	TF
AT2G45480	GRF	TF
AT2G22840	GRF	TF
AT4G37740	GRF	TF
AT3G52910	GRF	TF
AT2G36400	GRF	TF
AT1G05230	Homeobox	TF
AT1G17920	Homeobox	TF
AT1G19700	Homeobox	TF
AT1G20700	Homeobox	TF
AT1G20710	Homeobox	TF
AT1G23380	Homeobox	TF
AT1G26960	Homeobox	TF
AT1G27050	Homeobox	TF
AT1G28420	Homeobox	TF
AT1G30490	Homeobox	TF
AT1G34650	Homeobox	TF
AT1G46480	Homeobox	TF
AT1G52150	Homeobox	TF
AT1G62360	Homeobox	TF
AT1G62990	Homeobox	TF
AT1G69780	Homeobox	TF
AT1G70510	Homeobox	TF
AT1G70920	Homeobox	TF
AT1G73360	Homeobox	TF
AT1G75410	Homeobox	TF
AT1G75430	Homeobox	TF
AT1G79840	Homeobox	TF
AT2G01430	Homeobox	TF
AT2G01500	Homeobox	TF
AT2G16400	Homeobox	TF
AT2G17950	Homeobox	TF
AT2G18550	Homeobox	TF
AT2G22430	Homeobox	TF
AT2G22800	Homeobox	TF
AT2G23760	Homeobox	TF
AT2G27220	Homeobox	TF
AT2G27990	Homeobox	TF
AT2G28610	Homeobox	TF
AT2G32370	Homeobox	TF
AT2G33880	Homeobox	TF
AT2G34710	Homeobox	TF
AT2G35940	Homeobox	TF
AT2G36610	Homeobox	TF
AT2G44910	Homeobox	TF
AT2G46680	Homeobox	TF
AT3G01220	Homeobox	TF
AT3G01470	Homeobox	TF
AT3G03260	Homeobox	TF
AT3G03660	Homeobox	TF
AT3G11260	Homeobox	TF
AT3G18010	Homeobox	TF
AT3G19510	Homeobox	TF
AT3G60390	Homeobox	TF
AT3G61150	Homeobox	TF
AT3G61890	Homeobox	TF
AT4G00730	Homeobox	TF
AT4G02560	Homeobox	TF
AT4G03250	Homeobox	TF
AT4G04890	Homeobox	TF
AT4G08150	Homeobox	TF
AT4G16780	Homeobox	TF
AT4G17460	Homeobox	TF
AT4G17710	Homeobox	TF
AT4G21750	Homeobox	TF
AT4G25530	Homeobox	TF
AT4G29940	Homeobox	TF
AT4G32040	Homeobox	TF
AT4G32880	Homeobox	TF
AT4G32980	Homeobox	TF
AT4G34610	Homeobox	TF
AT4G35550	Homeobox	TF
AT4G36740	Homeobox	TF
AT4G36870	Homeobox	TF
AT4G37790	Homeobox	TF
AT4G40060	Homeobox	TF
AT5G02030	Homeobox	TF
AT5G03790	Homeobox	TF
AT5G05770	Homeobox	TF
AT5G06710	Homeobox	TF
AT5G11060	Homeobox	TF
AT5G15150	Homeobox	TF
AT5G17320	Homeobox	TF
AT5G17810	Homeobox	TF
AT5G25220	Homeobox	TF
AT5G41410	Homeobox	TF
AT5G44180	Homeobox	TF
AT5G45980	Homeobox	TF
AT5G46010	Homeobox	TF
AT5G46880	Homeobox	TF
AT5G47370	Homeobox	TF
AT5G52170	Homeobox	TF
AT5G53980	Homeobox	TF
AT5G59340	Homeobox	TF
AT5G60690	Homeobox	TF
AT5G65310	Homeobox	TF
AT5G66700	Homeobox	TF
AT5G56780	HRT	TF
AT4G26170	HRT	TF
AT5G56770	HRT	TF
AT4G17750	HSF	TF
AT5G16820	HSF	TF
AT1G32330	HSF	TF
AT3G02990	HSF	TF
AT2G26150	HSF	TF
AT5G03720	HSF	TF
AT4G18880	HSF	TF
AT5G45710	HSF	TF
AT4G13980	HSF	TF
AT5G43840	HSF	TF
AT3G22830	HSF	TF
AT3G51910	HSF	TF
AT3G63350	HSF	TF
AT1G67970	HSF	TF
AT5G54070	HSF	TF
AT4G36990	HSF	TF
AT5G62020	HSF	TF
AT4G11660	HSF	TF
AT2G41690	HSF	TF
AT1G46264	HSF	TF
AT3G24520	HSF	TF
AT1G08620	JUMONJI	TF
AT1G30810	JUMONJI	TF
AT2G34880	JUMONJI	TF
AT2G38950	JUMONJI	TF
AT4G20400	JUMONJI	TF
AT1G01530	MADS	TF
AT1G17310	MADS	TF
AT1G18750	MADS	TF
AT1G22130	MADS	TF
AT1G22590	MADS	TF
AT1G24260	MADS	TF
AT1G26310	MADS	TF
AT1G28450	MADS	TF
AT1G28460	MADS	TF
AT1G29960	MADS	TF
AT1G31140	MADS	TF
AT1G31630	MADS	TF
AT1G31640	MADS	TF
AT1G33070	MADS	TF
AT1G46408	MADS	TF
AT1G47760	MADS	TF
AT1G48150	MADS	TF
AT1G54760	MADS	TF
AT1G59810	MADS	TF
AT1G60040	MADS	TF
AT1G60880	MADS	TF
AT1G60920	MADS	TF
AT1G65300	MADS	TF
AT1G65330	MADS	TF
AT1G65360	MADS	TF
AT1G69120	MADS	TF
AT1G69540	MADS	TF
AT1G71692	MADS	TF
AT1G72350	MADS	TF
AT1G77080	MADS	TF
AT1G77950	MADS	TF
AT1G77980	MADS	TF
AT2G03060	MADS	TF
AT2G03710	MADS	TF
AT2G11990	MADS	TF
AT2G14210	MADS	TF
AT2G15660	MADS	TF
AT2G22540	MADS	TF
AT2G22630	MADS	TF
AT2G24840	MADS	TF
AT2G26320	MADS	TF
AT2G26880	MADS	TF
AT2G28700	MADS	TF
AT2G34440	MADS	TF
AT2G40210	MADS	TF
AT2G42830	MADS	TF
AT2G45650	MADS	TF
AT2G45660	MADS	TF
AT3G02310	MADS	TF
AT3G04100	MADS	TF
AT3G05860	MADS	TF
AT3G18650	MADS	TF
AT3G30260	MADS	TF
AT3G54340	MADS	TF
AT3G57230	MADS	TF
AT3G57390	MADS	TF
AT3G58780	MADS	TF
AT3G61120	MADS	TF
AT3G66656	MADS	TF
AT4G02240	MADS	TF
AT4G09960	MADS	TF
AT4G11250	MADS	TF
AT4G11880	MADS	TF
AT4G18960	MADS	TF
AT4G22950	MADS	TF
AT4G24540	MADS	TF
AT4G36590	MADS	TF
AT4G37940	MADS	TF
AT5G04640	MADS	TF
AT5G06500	MADS	TF
AT5G10140	MADS	TF
AT5G13790	MADS	TF
AT5G15800	MADS	TF
AT5G20240	MADS	TF
AT5G23260	MADS	TF
AT5G26575	MADS	TF
AT5G26630	MADS	TF
AT5G26650	MADS	TF
AT5G26870	MADS	TF
AT5G26950	MADS	TF
AT5G27050	MADS	TF
AT5G27070	MADS	TF
AT5G27090	MADS	TF
AT5G27130	MADS	TF
AT5G27580	MADS	TF
AT5G27960	MADS	TF
AT5G37420	MADS	TF
AT5G38620	MADS	TF
AT5G38740	MADS	TF
AT5G39750	MADS	TF
AT5G39810	MADS	TF
AT5G40120	MADS	TF
AT5G40220	MADS	TF
AT5G41200	MADS	TF
AT5G48670	MADS	TF
AT5G49420	MADS	TF
AT5G49490	MADS	TF
AT5G51860	MADS	TF
AT5G51870	MADS	TF
AT5G55690	MADS	TF
AT5G58890	MADS	TF
AT5G60440	MADS	TF
AT5G60910	MADS	TF
AT5G62165	MADS	TF
AT5G65050	MADS	TF
AT5G65060	MADS	TF
AT5G65070	MADS	TF
AT5G65080	MADS	TF
AT5G65330	MADS	TF
AT3G27920	MYB	TF
AT3G09230	MYB	TF
AT2G47190	MYB	TF
AT1G22640	MYB	TF
AT4G38620	MYB	TF
AT3G13540	MYB	TF
AT4G09460	MYB	TF
AT2G16720	MYB	TF
AT1G35515	MYB	TF
AT5G16770	MYB	TF
AT3G12820	MYB	TF
AT3G62610	MYB	TF
AT2G47460	MYB	TF
AT1G06180	MYB	TF
AT2G31180	MYB	TF
AT3G23250	MYB	TF
AT5G15310	MYB	TF
AT3G61250	MYB	TF
AT4G25560	MYB	TF
AT5G52260	MYB	TF
AT1G66230	MYB	TF
AT3G27810	MYB	TF
AT5G40430	MYB	TF
AT5G40330	MYB	TF
AT5G40350	MYB	TF
AT2G39880	MYB	TF
AT3G13890	MYB	TF
AT3G53200	MYB	TF
AT5G61420	MYB	TF
AT5G07690	MYB	TF
AT3G28910	MYB	TF
AT1G74650	MYB	TF
AT4G34990	MYB	TF
AT5G06100	MYB	TF
AT5G60890	MYB	TF
AT3G28470	MYB	TF
AT5G57620	MYB	TF
AT5G23000	MYB	TF
AT2G36890	MYB	TF
AT4G17785	MYB	TF
AT5G14340	MYB	TF
AT4G28110	MYB	TF
AT4G12350	MYB	TF
AT5G16600	MYB	TF
AT5G67300	MYB	TF
AT3G48920	MYB	TF
AT5G12870	MYB	TF
AT1G18710	MYB	TF
AT3G46130	MYB	TF
AT5G54230	MYB	TF
AT1G57557	MYB	TF
AT1G18570	MYB	TF
AT1G17950	MYB	TF
AT5G65230	MYB	TF
AT1G73410	MYB	TF
AT4G01680	MYB	TF
AT5G17800	MYB	TF
AT3G01530	MYB	TF
AT1G16490	MYB	TF
AT5G59780	MYB	TF
AT1G08810	MYB	TF
AT1G09540	MYB	TF
AT1G68320	MYB	TF
AT1G79180	MYB	TF
AT5G11050	MYB	TF
AT3G11440	MYB	TF
AT5G14750	MYB	TF
AT3G12720	MYB	TF
AT5G65790	MYB	TF
AT4G33450	MYB	TF
AT2G23290	MYB	TF
AT3G24310	MYB	TF
AT1G56160	MYB	TF
AT4G37260	MYB	TF
AT4G05100	MYB	TF
AT1G56650	MYB	TF
AT5G07700	MYB	TF
AT3G50060	MYB	TF
AT5G49620	MYB	TF
AT4G13480	MYB	TF
AT5G56110	MYB	TF
AT2G26960	MYB	TF
AT5G52600	MYB	TF
AT3G08500	MYB	TF
AT3G49690	MYB	TF
AT4G22680	MYB	TF
AT5G26660	MYB	TF
AT4G37780	MYB	TF
AT2G02825	MYB	TF
AT5G39700	MYB	TF
AT1G66390	MYB	TF
AT2G37630	MYB	TF
AT5G10280	MYB	TF
AT1G34670	MYB	TF
AT3G47600	MYB	TF
AT1G74430	MYB	TF
AT5G62470	MYB	TF
AT4G26930	MYB	TF
AT4G18770	MYB	TF
AT5G62320	MYB	TF
AT2G25230	MYB	TF
AT2G32460	MYB	TF
AT4G21440	MYB	TF
AT1G63910	MYB	TF
AT2G26950	MYB	TF
AT1G69560	MYB	TF
AT3G01140	MYB	TF
AT3G02940	MYB	TF
AT3G06490	MYB	TF
AT3G55730	MYB	TF
AT3G29020	MYB	TF
AT5G49330	MYB	TF
AT1G48000	MYB	TF
AT1G66370	MYB	TF
AT1G66380	MYB	TF
AT5G40360	MYB	TF
AT1G25340	MYB	TF
AT1G26780	MYB	TF
AT3G27785	MYB	TF
AT5G58850	MYB	TF
AT5G55020	MYB	TF
AT3G30210	MYB	TF
AT1G74080	MYB	TF
AT5G35550	MYB	TF
AT1G14350	MYB	TF
AT4G32730	MYB	TF
AT4G32730	MYB	TF
AT4G00540	MYB	TF
AT3G09370	MYB	TF
AT5G11510	MYB	TF
AT5G02320	MYB	TF
AT1G01060	MYB-related	TF
AT1G01520	MYB-related	TF
AT1G18330	MYB-related	TF
AT1G19000	MYB-related	TF
AT1G70000	MYB-related	TF
AT1G74840	MYB-related	TF
AT2G46830	MYB-related	TF
AT3G09600	MYB-related	TF
AT3G10113	MYB-related	TF
AT3G10580	MYB-related	TF
AT3G10590	MYB-related	TF
AT3G16350	MYB-related	TF
AT4G01280	MYB-related	TF
AT4G09450	MYB-related	TF
AT5G02840	MYB-related	TF
AT5G37260	MYB-related	TF
AT5G47390	MYB-related	TF
AT5G52660	MYB-related	TF
AT5G56840	MYB-related	TF
AT5G61620	MYB-related	TF
AT1G01380	MYB-related	TF
AT1G18960	MYB-related	TF
AT1G71030	MYB-related	TF
AT2G30420	MYB-related	TF
AT2G46410	MYB-related	TF
AT4G01060	MYB-related	TF
AT5G53200	MYB-related	TF
AT1G09710	MYB-related	TF
AT1G58220	MYB-related	TF
AT1G06910	MYB-related	TF
AT1G07540	MYB-related	TF
AT1G15720	MYB-related	TF
AT1G17460	MYB-related	TF
AT1G17520	MYB-related	TF
AT1G49950	MYB-related	TF
AT1G72650	MYB-related	TF
AT1G72740	MYB-related	TF
AT3G12560	MYB-related	TF
AT3G46590	MYB-related	TF
AT3G49850	MYB-related	TF
AT3G53790	MYB-related	TF
AT4G12670	MYB-related	TF
AT5G03780	MYB-related	TF
AT5G13820	MYB-related	TF
AT5G59430	MYB-related	TF
AT5G67580	MYB-related	TF
AT1G19510	MYB-related	TF
AT1G75250	MYB-related	TF
AT2G21650	MYB-related	TF
AT4G36570	MYB-related	TF
AT4G39250	MYB-related	TF
AT1G49010	MYB-related	TF
AT2G38090	MYB-related	TF
AT3G11280	MYB-related	TF
AT5G01200	MYB-related	TF
AT5G04760	MYB-related	TF
AT5G05790	MYB-related	TF
AT5G08520	MYB-related	TF
AT5G23650	MYB-related	TF
AT5G58900	MYB-related	TF
AT1G09770	MYB-related	TF
AT3G18100	MYB-related	TF
AT5G41020	MYB-related	TF
AT2G03470	MYB-related	TF
AT2G13960	MYB-related	TF
AT4G11400	MYB-related	TF
AT5G04100	MYB-related	TF
AT5G18270	NAC	TF
AT5G53950	NAC	TF
AT3G15170	NAC	TF
AT3G04060	NAC	TF
AT3G18400	NAC	TF
AT2G24430	NAC	TF
AT5G39610	NAC	TF
AT1G76420	NAC	TF
AT5G61430	NAC	TF
AT3G29035	NAC	TF
AT5G07680	NAC	TF
AT1G33280	NAC	TF
AT4G10350	NAC	TF
AT3G10490	NAC	TF
AT2G46770	NAC	TF
AT3G03200	NAC	TF
AT3G10500	NAC	TF
AT4G17980	NAC	TF
AT5G46590	NAC	TF
AT1G54330	NAC	TF
AT1G77450	NAC	TF
AT5G63790	NAC	TF
AT5G08790	NAC	TF
AT1G34180	NAC	TF
AT3G15510	NAC	TF
AT3G04070	NAC	TF
AT3G15500	NAC	TF
AT2G33480	NAC	TF
AT1G65910	NAC	TF
AT1G52890	NAC	TF
AT4G27410	NAC	TF
AT1G61110	NAC	TF
AT1G69490	NAC	TF
AT2G02450	NAC	TF
AT1G02220	NAC	TF
AT1G02250	NAC	TF
AT1G28470	NAC	TF
AT1G32870	NAC	TF
AT1G34190	NAC	TF
AT1G71930	NAC	TF
AT1G79580	NAC	TF
AT2G17040	NAC	TF
AT2G27300	NAC	TF
AT2G43000	NAC	TF
AT3G55210	NAC	TF
AT3G56530	NAC	TF
AT3G61910	NAC	TF
AT4G28530	NAC	TF
AT4G35580	NAC	TF
AT4G36160	NAC	TF
AT5G13180	NAC	TF
AT5G17260	NAC	TF
AT5G22290	NAC	TF
AT5G66300	NAC	TF
AT1G32510	NAC	TF
AT1G12260	NAC	TF
AT1G62700	NAC	TF
AT1G32770	NAC	TF
AT2G18060	NAC	TF
AT3G57150	NAC	TF
AT1G01010	NAC	TF
AT1G01720	NAC	TF
AT1G33060	NAC	TF
AT1G56010	NAC	TF
AT3G44350	NAC	TF
AT3G49530	NAC	TF
AT5G04400	NAC	TF
AT5G22380	NAC	TF
AT5G24590	NAC	TF
AT5G39820	NAC	TF
AT5G62380	NAC	TF
AT5G04410	NAC	TF
AT1G52880	NAC	TF
AT3G10480	NAC	TF
AT1G26870	NAC	TF
AT5G09330	NAC	TF
AT5G64060	NAC	TF
AT3G17730	NAC	TF
AT3G04420	NAC	TF
AT1G02230	NAC	TF
AT3G04410	NAC	TF
AT3G56570	NAC	TF
AT4G28500	NAC	TF
AT5G56620	NAC	TF
AT4G37130	NAC	TF
AT5G39690	NAC	TF
AT5G39540	NAC	TF
AT3G56560	NAC	TF
AT3G44290	NAC	TF
AT1G76420	NAC	TF
AT5G24590	NAC	TF
AT1G60280	NAC	TF
AT1G60300	NAC	TF
AT1G60340	NAC	TF
AT1G60350	NAC	TF
AT1G60380	NAC	TF
AT2G17150	NLP	TF
AT4G35270	NLP	TF
AT4G38340	NLP	TF
AT1G20640	NLP	TF
AT1G76350	NLP	TF
AT1G64530	NLP	TF
AT4G24020	NLP	TF
AT2G43500	NLP	TF
AT3G59580	NLP	TF
AT5G61850	Orphan	TF
AT1G06040	Orphan	TF
AT5G22260	PHD	TF
AT1G05380	PHD	TF
AT2G36720	PHD	TF
AT3G14980	PHD	TF
AT3G53680	PHD	TF
AT4G14920	PHD	TF
AT5G12400	PHD	TF
AT5G35210	PHD	TF
AT5G36670	PHD	TF
AT5G58610	PHD	TF
AT5G63900	PHD	TF
AT1G68840	RAV	TF
AT1G13260	RAV	TF
AT2G46870	RAV	TF
AT3G25730	RAV	TF
AT4G01500	RAV	TF
AT3G61970	RAV	TF
AT2G36080	RAV	TF
AT1G50680	RAV	TF
AT1G51120	RAV	TF
AT5G06250	RAV	TF
AT3G11580	RAV	TF
AT4G31610	REM	TF
AT4G31620	REM	TF
AT4G31630	REM	TF
AT4G31640	REM	TF
AT4G31650	REM	TF
AT4G31660	REM	TF
AT4G31680	REM	TF
AT4G31690	REM	TF
AT2G24700	REM	TF
AT2G24690	REM	TF
AT2G24680	REM	TF
AT2G24650	REM	TF
AT4G33280	REM	TF
AT1G26680	REM	TF
AT2G46730	REM	TF
AT1G49480	REM	TF
AT3G53310	REM	TF
AT3G06220	REM	TF
AT3G46770	REM	TF
AT5G09780	REM	TF
AT2G24630	REM	TF
AT2G47070	SBP	TF
AT3G60030	SBP	TF
AT1G20980	SBP	TF
AT1G76580	SBP	TF
AT2G33810	SBP	TF
AT3G15270	SBP	TF
AT5G18830	SBP	TF
AT1G02065	SBP	TF
AT1G69170	SBP	TF
AT5G50570	SBP	TF
AT3G57920	SBP	TF
AT2G42200	SBP	TF
AT1G27360	SBP	TF
AT1G27370	SBP	TF
AT1G53160	SBP	TF
AT5G43270	SBP	TF
AT1G68800	TCP	TF
AT1G35560	TCP	TF
AT3G15030	TCP	TF
AT4G18390	TCP	TF
AT1G69690	TCP	TF
AT1G58100	TCP	TF
AT2G31070	TCP	TF
AT2G30410	TCP	TF
AT5G08330	TCP	TF
AT5G41030	TCP	TF
AT5G23280	TCP	TF
AT5G16070	TCP	TF
AT3G45150	TCP	TF
AT2G37000	TCP	TF
AT1G53230	TCP	TF
AT3G27010	TCP	TF
AT5G08070	TCP	TF
AT5G51910	TCP	TF
AT2G45680	TCP	TF
AT1G30210	TCP	TF
AT5G60970	TCP	TF
AT1G72010	TCP	TF
AT3G18550	TCP	TF
AT3G02150	TCP	TF
AT3G47620	TCP	TF
AT4G37490	TCP	TF
AT1G76890	Trihelix	TF
AT1G33240	Trihelix	TF
AT1G76880	Trihelix	TF
AT5G03680	Trihelix	TF
AT5G47660	Trihelix	TF
AT5G28300	Trihelix	TF
AT3G10000	Trihelix	TF
AT3G25990	Trihelix	TF
AT2G38250	Trihelix	TF
AT5G01380	Trihelix	TF
AT1G13450	Trihelix	TF
AT1G54060	Trihelix	TF
AT5G14540	Trihelix	TF
AT1G26150	Trihelix	TF
AT1G68690	Trihelix	TF
AT3G19020	Trihelix	TF
AT1G49490	Trihelix	TF
AT3G01560	Trihelix	TF
AT4G18670	Trihelix	TF
AT2G15880	Trihelix	TF
AT1G23540	Trihelix	TF
AT4G32710	Trihelix	TF
AT1G12040	Trihelix	TF
AT4G33970	Trihelix	TF
AT1G70460	Trihelix	TF
AT5G38560	Trihelix	TF
AT4G29030	Trihelix	TF
AT3G14180	Trihelix	TF
AT1G11850	Trihelix	TF
AT1G76900	TUB	TF
AT1G25280	TUB	TF
AT1G43640	TUB	TF
AT2G47900	TUB	TF
AT3G06380	TUB	TF
AT2G18280	TUB	TF
AT1G53320	TUB	TF
AT1G47270	TUB	TF
AT5G18680	TUB	TF
AT1G16070	TUB	TF
AT1G28520	VOZ	TF
AT2G42400	VOZ	TF
AT1G14410	Whirly	TF
AT1G71260	Whirly	TF
AT2G02740	Whirly	TF
AT2G04880	WRKY	TF
AT4G24240	WRKY	TF
AT5G56270	WRKY	TF
AT2G47260	WRKY	TF
AT2G03340	WRKY	TF
AT1G13960	WRKY	TF
AT1G55600	WRKY	TF
AT2G44745	WRKY	TF
AT4G12020	WRKY	TF
AT4G26640	WRKY	TF
AT2G30250	WRKY	TF
AT5G07100	WRKY	TF
AT4G30930	WRKY	TF
AT2G38470	WRKY	TF
AT4G26440	WRKY	TF
AT2G37260	WRKY	TF
AT3G01970	WRKY	TF
AT3G01080	WRKY	TF
AT4G31800	WRKY	TF
AT1G80840	WRKY	TF
AT2G25000	WRKY	TF
AT1G62300	WRKY	TF
AT1G68150	WRKY	TF
AT1G69810	WRKY	TF
AT4G04450	WRKY	TF
AT4G01720	WRKY	TF
AT1G18860	WRKY	TF
AT5G15130	WRKY	TF
AT5G46350	WRKY	TF
AT4G39410	WRKY	TF
AT5G41570	WRKY	TF
AT4G18170	WRKY	TF
AT2G46130	WRKY	TF
AT5G49520	WRKY	TF
AT5G43290	WRKY	TF
AT5G26170	WRKY	TF
AT5G64810	WRKY	TF
AT1G64000	WRKY	TF
AT1G69310	WRKY	TF
AT2G21900	WRKY	TF
AT3G62340	WRKY	TF
AT4G22070	WRKY	TF
AT1G29860	WRKY	TF
AT5G13080	WRKY	TF
AT4G31550	WRKY	TF
AT2G23320	WRKY	TF
AT2G24570	WRKY	TF
AT2G30590	WRKY	TF
